id,birth,male,hgc,edu,urb,hispanic,black,high_school_dropout,high_school_graduate,some_college,college_graduate,above_college,protestant,catholic,sinbeg1,sinend1,sindur1,sinrc1,marbeg1,marend1,mardur1,marrc1,sinbeg2,sinend2,sindur2,sinrc2,marbeg2,marend2,mardur2,marrc2,sinbeg3,sinend3,sindur3,sinrc3,marbeg3,marend3,mardur3,marrc3,sinbeg4,sinend4,sindur4,sinrc4,marbeg4,marend4,mardur4,marrc4,age_sinbeg1,age_sinend1,age_marbeg1,age_marend1,age_sinbeg2,age_sinend2,age_marbeg2,age_marend2,age_sinbeg3,age_sinend3,age_marbeg3,age_marend3,age_sinbeg4,age_sinend4,age_marbeg4,age_marend4,mar1spouse_hgc,mar1spouse_edu,mar2spouse_hgc,mar2spouse_edu,mar3spouse_hgc,mar3spouse_edu,mar4spouse_hgc,mar4spouse_edu,spouse_age_marbeg1,spouse_age_marbeg2,spouse_age_marbeg3,spouse_age_marbeg4,spouse_age_marend1,spouse_age_marend2,spouse_age_marend3,spouse_age_marend4,mar1_age_spouse_age,mar2_age_spouse_age,mar3_age_spouse_age,mar4_age_spouse_age,mar1_edu_equal,mar1_edu_spouseHigher,mar2_edu_equal,mar2_edu_spouseHigher,mar3_edu_equal,mar3_edu_spouseHigher,mar4_edu_equal,mar4_edu_spouseHigher,mar1_spouseEdu_NA,mar2_spouseEdu_NA,mar3_spouseEdu_NA,mar4_spouseEdu_NA,mar1_spouseAge_NA,mar2_spouseAge_NA,mar3_spouseAge_NA,mar4_spouseAge_NA,mar1_age_diff,mar2_age_diff,mar3_age_diff,mar4_age_diff,mar1spouse_hsd,mar1spouse_hsg,mar1spouse_sc,mar1spouse_cg,mar1spouse_ac,mar2spouse_hsd,mar2spouse_hsg,mar2spouse_sc,mar2spouse_cg,mar2spouse_ac,mar3spouse_hsd,mar3spouse_hsg,mar3spouse_sc,mar3spouse_cg,mar3spouse_ac,mar4spouse_hsd,mar4spouse_hsg,mar4spouse_sc,mar4spouse_cg,mar4spouse_ac
1588,1961,1,18,4,1.0,0,0,0,0,0,0,1,0,1,1977,1984,7.0,0,1984.0,1999.0,15.0,0.0,1999.0,2011.0,12.0,0.0,2011.0,-996.0,8.0,1.0,,,,,,,,,,,,,,,,,16.0,23.0,23.0,38.0,38.0,50.0,50.0,,,,,,,,,,16.0,3.0,15.0,2.0,,,,,,49.0,,,,,,,,2450.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,1.0,0.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,
1589,1961,0,16,3,1.0,0,0,0,0,0,1,0,1,0,1977,2016,39.0,0,2016.0,-998.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,55.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,1961,1,12,1,1.0,0,0,0,1,0,0,0,0,1,1977,1986,9.0,0,1986.0,1994.0,8.0,0.0,1994.0,-997.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,25.0,25.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,1963,1,12,1,1.0,0,0,0,1,0,0,0,0,0,1979,1984,5.0,0,1984.0,1986.0,2.0,0.0,1986.0,1990.0,4.0,0.0,1990.0,1991.0,1.0,0.0,1991.0,1995.0,4.0,0.0,1995.0,2007.0,12.0,0.0,2007.0,-993.0,12.0,1.0,,,,,16.0,21.0,21.0,23.0,23.0,27.0,27.0,28.0,28.0,32.0,32.0,44.0,44.0,,,,,,,,12.0,1.0,,,23.0,29.0,38.0,,25.0,30.0,50.0,,483.0,783.0,1216.0,,,,,,1.0,0.0,,,1.0,1.0,0.0,,0.0,0.0,0.0,,-2.0,-2.0,-6.0,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,
1592,1964,0,12,1,1.0,0,0,0,1,0,0,0,0,1,1980,1982,2.0,0,1982.0,1983.0,1.0,0.0,1983.0,1987.0,4.0,0.0,1987.0,1988.0,1.0,0.0,1988.0,1991.0,3.0,0.0,1991.0,1994.0,3.0,0.0,1994.0,1995.0,1.0,0.0,1995.0,1996.0,1.0,0.0,16.0,18.0,18.0,19.0,19.0,23.0,23.0,24.0,24.0,27.0,27.0,30.0,30.0,31.0,31.0,32.0,10.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1593,1959,0,12,1,1.0,0,0,0,1,0,0,0,1,0,1975,1978,3.0,0,1978.0,1991.0,13.0,0.0,1991.0,-997.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,19.0,19.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,21.0,,,,34.0,,,,399.0,,,,,,,,,,,,1.0,,,,0.0,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,
1594,1957,1,12,1,1.0,0,0,0,1,0,0,0,0,0,1973,1983,10.0,0,1983.0,-998.0,36.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,1962,1,12,1,1.0,0,0,0,1,0,0,0,1,0,1978,1984,6.0,0,1984.0,1986.0,2.0,0.0,1986.0,2000.0,14.0,0.0,2000.0,-996.0,19.0,1.0,,,,,,,,,,,,,,,,,16.0,22.0,22.0,24.0,24.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,1962,1,12,1,1.0,0,0,0,1,0,0,0,1,0,1978,-999,41.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,1964,0,14,2,1.0,0,0,0,0,1,0,0,1,0,1980,1990,10.0,0,1990.0,-998.0,29.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,1957,0,12,1,1.0,0,0,0,1,0,0,0,1,0,1973,1978,5.0,0,1978.0,1982.0,4.0,0.0,1982.0,1983.0,1.0,0.0,1983.0,-996.0,36.0,1.0,,,,,,,,,,,,,,,,,16.0,21.0,21.0,25.0,25.0,26.0,26.0,,,,,,,,,,12.0,1.0,,,,,,,23.0,,,,27.0,,,,483.0,,,,1.0,0.0,,,,,,,0.0,1.0,,,0.0,1.0,,,-2.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1600,1957,0,16,3,1.0,0,0,0,0,0,1,0,0,1,1973,1977,4.0,0,1977.0,1980.0,3.0,0.0,1980.0,2001.0,21.0,0.0,2001.0,-996.0,18.0,1.0,,,,,,,,,,,,,,,,,16.0,20.0,20.0,23.0,23.0,44.0,44.0,,,,,,,,,,,,12.0,1.0,,,,,,27.0,,,,,,,,1188.0,,,,,0.0,0.0,,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,
1601,1962,1,16,3,1.0,0,0,0,0,0,1,0,1,0,1978,1983,5.0,0,1983.0,-998.0,36.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,1964,1,12,1,1.0,0,0,0,1,0,0,0,1,0,1980,1983,3.0,0,1983.0,2006.0,23.0,0.0,2006.0,2010.0,4.0,0.0,2010.0,-996.0,9.0,1.0,,,,,,,,,,,,,,,,,16.0,19.0,19.0,42.0,42.0,46.0,46.0,,,,,,,,,,12.0,1.0,,,,,,,16.0,,,,39.0,,,,304.0,,,,1.0,0.0,,,,,,,0.0,1.0,,,0.0,1.0,,,3.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1603,1958,1,17,4,1.0,0,0,0,0,0,0,1,0,1,1974,1983,9.0,0,1983.0,2012.0,29.0,0.0,2012.0,-997.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,25.0,25.0,54.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,1958,1,12,1,1.0,0,0,0,1,0,0,0,1,0,1974,1978,4.0,0,1978.0,-998.0,41.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,20.0,20.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,19.0,,,,,,,,380.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1605,1959,0,12,1,1.0,0,0,0,1,0,0,0,0,1,1975,1978,3.0,0,1978.0,-998.0,41.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,19.0,19.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,19.0,,,,,,,,361.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1607,1957,0,12,1,1.0,0,0,0,1,0,0,0,0,0,1973,1977,4.0,0,1977.0,-998.0,42.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,20.0,20.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,20.0,,,,,,,,400.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1610,1958,0,12,1,1.0,0,0,0,1,0,0,0,1,0,1974,1975,1.0,0,1975.0,1982.0,7.0,0.0,1982.0,1983.0,1.0,0.0,1983.0,-996.0,36.0,1.0,,,,,,,,,,,,,,,,,16.0,17.0,17.0,24.0,24.0,25.0,25.0,,,,,,,,,,,,,,,,,,18.0,,,,25.0,,,,306.0,,,,,,,,,,,,1.0,1.0,,,0.0,1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,
1611,1964,1,16,3,1.0,0,0,0,0,0,1,0,0,1,1980,1984,4.0,0,1984.0,-998.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,1961,1,15,2,1.0,0,0,0,0,1,0,0,0,0,1977,1984,7.0,0,1984.0,-998.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,1964,1,16,3,1.0,0,0,0,0,0,1,0,0,0,1980,-999,39.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,1957,1,12,1,1.0,0,0,0,1,0,0,0,0,0,1973,-999,46.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,1958,0,12,1,1.0,0,0,0,1,0,0,0,0,0,1974,-999,45.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,1957,0,14,2,1.0,0,0,0,0,1,0,0,1,0,1973,1977,4.0,0,1977.0,-998.0,42.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,20.0,20.0,,,,,,,,,,,,,,8.0,0.0,,,,,,,23.0,,,,,,,,460.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,-3.0,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1617,1959,0,12,1,1.0,0,0,0,1,0,0,0,0,0,1975,1979,4.0,0,1979.0,1985.0,6.0,0.0,1985.0,1991.0,6.0,0.0,1991.0,-996.0,28.0,1.0,,,,,,,,,,,,,,,,,16.0,20.0,20.0,26.0,26.0,32.0,32.0,,,,,,,,,,8.0,0.0,12.0,1.0,,,,,,31.0,,,,,,,,992.0,,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,1.0,0.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,
1618,1961,1,12,1,1.0,0,0,0,1,0,0,0,1,0,1977,1985,8.0,0,1985.0,1991.0,6.0,0.0,1991.0,1991.0,1.0,0.0,1991.0,1997.0,6.0,0.0,1997.0,2008.0,11.0,0.0,2008.0,-994.0,11.0,1.0,,,,,,,,,16.0,24.0,24.0,30.0,30.0,30.0,30.0,36.0,36.0,47.0,47.0,,,,,,14.0,2.0,13.0,2.0,12.0,1.0,,,,34.0,46.0,,,40.0,,,,1020.0,2162.0,,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,0.0,0.0,,1.0,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
1619,1960,1,18,4,1.0,0,0,0,0,0,0,1,0,1,1976,1992,16.0,0,1992.0,1998.0,6.0,0.0,1998.0,2000.0,2.0,0.0,2000.0,-996.0,19.0,1.0,,,,,,,,,,,,,,,,,16.0,32.0,32.0,38.0,38.0,40.0,40.0,,,,,,,,,,,,18.0,4.0,,,,,,34.0,,,,,,,,1360.0,,,,,1.0,0.0,,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,
1620,1957,1,16,3,1.0,0,0,0,0,0,1,0,0,1,1973,1984,11.0,0,1984.0,-998.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,1963,0,17,4,1.0,0,0,0,0,0,0,1,1,0,1979,2017,38.0,0,2017.0,-998.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,54.0,54.0,,,,,,,,,,,,,,20.0,4.0,,,,,,,58.0,,,,,,,,3132.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,-4.0,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
1622,1958,1,16,3,1.0,0,0,0,0,0,1,0,1,0,1974,1983,9.0,0,1983.0,-998.0,36.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,1959,0,17,4,1.0,0,0,0,0,0,0,1,1,0,1975,-999,44.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,1962,0,20,4,1.0,0,0,0,0,0,0,1,1,0,1978,-999,41.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,1963,0,19,4,1.0,0,0,0,0,0,0,1,1,0,1979,1991,12.0,0,1991.0,-998.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,1963,1,16,3,1.0,0,0,0,0,0,1,0,0,1,1979,2018,39.0,0,2018.0,-998.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,55.0,55.0,,,,,,,,,,,,,,10.0,0.0,,,,,,,26.0,,,,,,,,1430.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,29.0,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1627,1964,1,12,1,1.0,0,0,0,1,0,0,0,0,1,1980,1988,8.0,0,1988.0,1989.0,1.0,0.0,1989.0,-997.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,24.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,1959,1,15,2,1.0,0,0,0,0,1,0,0,1,0,1975,2013,38.0,0,2013.0,2016.0,3.0,0.0,2016.0,-997.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,54.0,54.0,57.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,1961,0,12,1,1.0,0,0,0,1,0,0,0,1,0,1977,1982,5.0,0,1982.0,-998.0,37.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,1963,1,15,2,1.0,0,0,0,0,1,0,0,1,0,1979,1989,10.0,0,1989.0,-998.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,26.0,26.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,23.0,,,,,,,,598.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,3.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1631,1962,1,16,3,1.0,0,0,0,0,0,1,0,0,1,1978,1980,2.0,0,1980.0,2005.0,25.0,0.0,2005.0,-997.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,18.0,18.0,43.0,43.0,,,,,,,,,,,,13.0,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,1.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1632,1963,1,18,4,1.0,0,0,0,0,0,0,1,0,1,1979,1989,10.0,0,1989.0,1999.0,10.0,0.0,1999.0,2005.0,6.0,0.0,2005.0,-996.0,14.0,1.0,,,,,,,,,,,,,,,,,16.0,26.0,26.0,36.0,36.0,42.0,42.0,,,,,,,,,,12.0,1.0,14.0,2.0,,,,,29.0,47.0,,,39.0,,,,754.0,1974.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,-3.0,-5.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,
1633,1964,0,20,4,1.0,0,0,0,0,0,0,1,0,1,1980,-999,39.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,1960,0,16,3,1.0,0,0,0,0,0,1,0,0,1,1976,1984,8.0,0,1984.0,-998.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,1962,1,12,1,1.0,0,0,0,1,0,0,0,0,1,1978,2001,23.0,0,2001.0,2016.0,15.0,0.0,2016.0,-997.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,39.0,39.0,54.0,54.0,,,,,,,,,,,,,,,,,,,,32.0,,,,47.0,,,,1248.0,,,,,,,,,,,,1.0,,,,0.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,
1636,1962,1,12,1,1.0,0,0,0,1,0,0,0,0,1,1978,1985,7.0,0,1985.0,1987.0,2.0,0.0,1987.0,1997.0,10.0,0.0,1997.0,-996.0,22.0,1.0,,,,,,,,,,,,,,,,,16.0,23.0,23.0,25.0,25.0,35.0,35.0,,,,,,,,,,,,15.0,2.0,,,,,,24.0,,,,,,,,840.0,,,,,0.0,1.0,,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,
1637,1962,1,12,1,1.0,0,0,0,1,0,0,0,0,1,1978,1983,5.0,0,1983.0,1984.0,1.0,0.0,1984.0,1999.0,15.0,0.0,1999.0,-996.0,20.0,1.0,,,,,,,,,,,,,,,,,16.0,21.0,21.0,22.0,22.0,37.0,37.0,,,,,,,,,,12.0,1.0,14.0,2.0,,,,,21.0,36.0,,,22.0,,,,441.0,1332.0,,,1.0,0.0,0.0,1.0,,,,,0.0,0.0,,,0.0,0.0,,,0.0,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,
1638,1959,0,13,2,1.0,0,0,0,0,1,0,0,1,0,1975,1979,4.0,0,1979.0,1982.0,3.0,0.0,1982.0,1985.0,3.0,0.0,1985.0,-996.0,34.0,1.0,,,,,,,,,,,,,,,,,16.0,20.0,20.0,23.0,23.0,26.0,26.0,,,,,,,,,,,,,,,,,,24.0,,,,27.0,,,,480.0,,,,,,,,,,,,1.0,1.0,,,0.0,1.0,,,-4.0,,,,,,,,,,,,,,,,,,,,,,,
1639,1962,0,16,3,1.0,0,0,0,0,0,1,0,1,0,1978,1984,6.0,0,1984.0,-998.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,1957,0,12,1,1.0,0,0,0,1,0,0,0,0,0,1973,2011,38.0,0,2011.0,2012.0,1.0,0.0,2012.0,-997.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,54.0,54.0,55.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,1958,1,12,1,1.0,1,0,0,1,0,0,0,1,0,1974,1980,6.0,0,1980.0,-998.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,1964,0,14,2,1.0,1,0,0,0,1,0,0,0,1,1980,1981,1.0,0,1981.0,2009.0,28.0,0.0,2009.0,-997.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,17.0,17.0,45.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,1960,1,12,1,1.0,1,0,0,1,0,0,0,0,1,1976,1989,13.0,0,1989.0,-998.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,29.0,29.0,,,,,,,,,,,,,,11.0,0.0,,,,,,,23.0,,,,,,,,667.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,6.0,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1644,1961,1,15,2,1.0,1,0,0,0,1,0,0,0,1,1977,1986,9.0,0,1986.0,1997.0,11.0,0.0,1997.0,-997.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,25.0,25.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,1958,1,13,2,1.0,1,0,0,0,1,0,0,0,1,1974,1979,5.0,0,1979.0,-998.0,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,1964,0,14,2,1.0,1,0,0,0,1,0,0,0,1,1980,1989,9.0,0,1989.0,1990.0,1.0,0.0,1990.0,-997.0,29.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,25.0,25.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,1960,0,9,0,1.0,0,0,1,0,0,0,0,0,1,1976,-999,43.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,1961,0,9,0,1.0,0,0,1,0,0,0,0,0,1,1977,1996,19.0,0,1996.0,-998.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,1960,0,11,0,1.0,1,0,1,0,0,0,0,0,1,1976,1983,7.0,0,1983.0,1987.0,4.0,0.0,1987.0,1993.0,6.0,0.0,1993.0,-996.0,26.0,1.0,,,,,,,,,,,,,,,,,16.0,23.0,23.0,27.0,27.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,1962,0,12,1,1.0,1,0,0,1,0,0,0,0,1,1978,1991,13.0,0,1991.0,2002.0,11.0,0.0,2002.0,2002.0,1.0,0.0,2002.0,-996.0,17.0,1.0,,,,,,,,,,,,,,,,,16.0,29.0,29.0,40.0,40.0,40.0,40.0,,,,,,,,,,12.0,1.0,12.0,1.0,,,,,,40.0,,,,,,,,1600.0,,,1.0,0.0,1.0,0.0,,,,,0.0,0.0,,,1.0,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,
1651,1963,1,12,1,1.0,1,0,0,1,0,0,0,0,1,1979,1985,6.0,0,1985.0,-998.0,34.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
