id,birth,male,hgc,edu,urb,hispanic,black,high_school_dropout,high_school_graduate,some_college,college_graduate,above_college,protestant,catholic,sinbeg1,sinend1,sindur1,sinrc1,marbeg1,marend1,mardur1,marrc1,sinbeg2,sinend2,sindur2,sinrc2,marbeg2,marend2,mardur2,marrc2,sinbeg3,sinend3,sindur3,sinrc3,marbeg3,marend3,mardur3,marrc3,sinbeg4,sinend4,sindur4,sinrc4,marbeg4,marend4,mardur4,marrc4,age_sinbeg1,age_sinend1,age_marbeg1,age_marend1,age_sinbeg2,age_sinend2,age_marbeg2,age_marend2,age_sinbeg3,age_sinend3,age_marbeg3,age_marend3,age_sinbeg4,age_sinend4,age_marbeg4,age_marend4,mar1spouse_hgc,mar1spouse_edu,mar2spouse_hgc,mar2spouse_edu,mar3spouse_hgc,mar3spouse_edu,mar4spouse_hgc,mar4spouse_edu,spouse_age_marbeg1,spouse_age_marbeg2,spouse_age_marbeg3,spouse_age_marbeg4,spouse_age_marend1,spouse_age_marend2,spouse_age_marend3,spouse_age_marend4,mar1_age_spouse_age,mar2_age_spouse_age,mar3_age_spouse_age,mar4_age_spouse_age,mar1_edu_equal,mar1_edu_spouseHigher,mar2_edu_equal,mar2_edu_spouseHigher,mar3_edu_equal,mar3_edu_spouseHigher,mar4_edu_equal,mar4_edu_spouseHigher,mar1_spouseEdu_NA,mar2_spouseEdu_NA,mar3_spouseEdu_NA,mar4_spouseEdu_NA,mar1_spouseAge_NA,mar2_spouseAge_NA,mar3_spouseAge_NA,mar4_spouseAge_NA,mar1_age_diff,mar2_age_diff,mar3_age_diff,mar4_age_diff,mar1spouse_hsd,mar1spouse_hsg,mar1spouse_sc,mar1spouse_cg,mar1spouse_ac,mar2spouse_hsd,mar2spouse_hsg,mar2spouse_sc,mar2spouse_cg,mar2spouse_ac,mar3spouse_hsd,mar3spouse_hsg,mar3spouse_sc,mar3spouse_cg,mar3spouse_ac,mar4spouse_hsd,mar4spouse_hsg,mar4spouse_sc,mar4spouse_cg,mar4spouse_ac
12,1959,0,16,3,1.0,0,0,0,0,0,1,0,0,1,1975,1983,8.0,0,1983.0,-998.0,36.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,24.0,24.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,25.0,,,,,,,,600.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,-1.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
13,1958,1,16,3,1.0,0,0,0,0,0,1,0,0,1,1974,1988,14.0,0,1988.0,2001.0,13.0,0.0,2001.0,-997.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,30.0,30.0,43.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1963,0,19,4,1.0,0,0,0,0,0,0,1,0,1,1979,1990,11.0,0,1990.0,2001.0,11.0,0.0,2001.0,-997.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,27.0,27.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1964,1,16,3,1.0,0,0,0,0,0,1,0,0,1,1980,1993,13.0,0,1993.0,-998.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,29.0,29.0,,,,,,,,,,,,,,19.0,4.0,,,,,,,25.0,,,,,,,,725.0,,,,0.0,1.0,,,,,,,0.0,,,,0.0,,,,4.0,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
16,1958,0,13,2,1.0,0,0,0,0,1,0,0,0,1,1974,1988,14.0,0,1988.0,2009.0,21.0,0.0,2009.0,-997.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,30.0,30.0,51.0,51.0,,,,,,,,,,,,,,,,,,,,30.0,,,,51.0,,,,900.0,,,,,,,,,,,,1.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
17,1957,1,13,2,1.0,0,0,0,0,1,0,0,0,0,1973,2000,27.0,0,2000.0,2011.0,11.0,0.0,2011.0,-997.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,43.0,43.0,54.0,54.0,,,,,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
18,1958,1,13,2,1.0,0,0,0,0,1,0,0,0,0,1974,1979,5.0,0,1979.0,1994.0,15.0,0.0,1994.0,1994.0,1.0,0.0,1994.0,1999.0,5.0,0.0,1999.0,-995.0,20.0,1.0,,,,,,,,,,,,,16.0,21.0,21.0,36.0,36.0,36.0,36.0,41.0,41.0,,,,,,,,13.0,2.0,13.0,2.0,,,,,,40.0,,,,45.0,,,,1440.0,,,1.0,0.0,1.0,0.0,,,,,0.0,0.0,,,1.0,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,
19,1957,0,12,1,1.0,0,0,0,1,0,0,0,0,1,1973,1979,6.0,0,1979.0,1979.0,1.0,0.0,1979.0,1981.0,2.0,0.0,1981.0,1984.0,3.0,0.0,1984.0,1987.0,3.0,0.0,1987.0,2002.0,15.0,0.0,2002.0,2004.0,2.0,0.0,2004.0,-992.0,15.0,1.0,16.0,22.0,22.0,22.0,22.0,24.0,24.0,27.0,27.0,30.0,30.0,45.0,45.0,47.0,47.0,,10.0,0.0,,,,,,,28.0,,,,29.0,,,,616.0,,,,0.0,0.0,,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-6.0,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
20,1959,0,17,4,1.0,0,0,0,0,0,0,1,0,1,1975,1988,13.0,0,1988.0,-998.0,31.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1961,0,16,3,1.0,0,0,0,0,0,1,0,0,1,1977,1992,15.0,0,1992.0,-998.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,31.0,31.0,,,,,,,,,,,,,,16.0,3.0,,,,,,,32.0,,,,,,,,992.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,-1.0,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
22,1963,0,16,3,1.0,0,0,0,0,0,1,0,1,0,1979,1987,8.0,0,1987.0,2012.0,25.0,0.0,2012.0,-997.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,24.0,24.0,49.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1958,1,19,4,1.0,0,0,0,0,0,0,1,0,1,1974,-999,45.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1961,1,12,1,1.0,0,0,0,1,0,0,0,0,1,1977,1986,9.0,0,1986.0,1994.0,8.0,0.0,1994.0,-997.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,25.0,25.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,19.0,,,,27.0,,,,475.0,,,,,,,,,,,,1.0,,,,0.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,
25,1959,0,14,2,1.0,0,0,0,0,1,0,0,0,0,1975,1987,12.0,0,1987.0,-998.0,32.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,28.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1962,1,16,3,1.0,0,0,0,0,0,1,0,1,0,1978,1988,10.0,0,1988.0,-998.0,31.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,26.0,26.0,,,,,,,,,,,,,,15.0,2.0,,,,,,,24.0,,,,,,,,624.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,2.0,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
27,1960,0,16,3,1.0,0,0,0,0,0,1,0,1,0,1976,1984,8.0,0,1984.0,-998.0,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,24.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1964,0,13,2,1.0,0,0,0,0,1,0,0,0,0,1980,1985,5.0,0,1985.0,1990.0,5.0,0.0,1990.0,-997.0,29.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,21.0,21.0,26.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1960,0,12,1,1.0,0,0,0,1,0,0,0,0,0,1976,1996,20.0,0,1996.0,-998.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1958,0,12,1,1.0,0,0,0,1,0,0,0,0,0,1974,1981,7.0,0,1981.0,-998.0,38.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1963,1,12,1,1.0,1,0,0,1,0,0,0,0,1,1979,1984,5.0,0,1984.0,2001.0,17.0,0.0,2001.0,2007.0,6.0,0.0,2007.0,2017.0,10.0,0.0,2017.0,-995.0,2.0,1.0,,,,,,,,,,,,,16.0,21.0,21.0,38.0,38.0,44.0,44.0,54.0,54.0,,,,,,,,,,14.0,2.0,,,,,,35.0,,,,45.0,,,,1540.0,,,,,0.0,1.0,,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,
32,1957,0,18,4,1.0,1,0,0,0,0,0,1,0,1,1973,1989,16.0,0,1989.0,1995.0,6.0,0.0,1995.0,1996.0,1.0,0.0,1996.0,-996.0,23.0,1.0,,,,,,,,,,,,,,,,,16.0,32.0,32.0,38.0,38.0,39.0,39.0,,,,,,,,,,,,,,,,,,42.0,,,,48.0,,,,1344.0,,,,,,,,,,,,1.0,1.0,,,0.0,1.0,,,-10.0,,,,,,,,,,,,,,,,,,,,,,,
33,1962,1,12,1,1.0,1,0,0,1,0,0,0,0,1,1978,-999,41.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1958,1,13,2,0.0,0,0,0,0,1,0,0,0,0,1974,1987,13.0,0,1987.0,2008.0,21.0,0.0,2008.0,-997.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,29.0,29.0,50.0,50.0,,,,,,,,,,,,12.0,1.0,,,,,,,21.0,,,,42.0,,,,609.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,8.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
35,1963,0,13,2,0.0,0,0,0,0,1,0,0,0,0,1979,1986,7.0,0,1986.0,-998.0,33.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1962,1,12,1,0.0,0,0,0,1,0,0,0,0,1,1978,1980,2.0,0,1980.0,1990.0,10.0,0.0,1990.0,1991.0,1.0,0.0,1991.0,2006.0,15.0,0.0,2006.0,2008.0,2.0,0.0,2008.0,2013.0,5.0,0.0,2013.0,-993.0,6.0,1.0,,,,,16.0,18.0,18.0,28.0,28.0,29.0,29.0,44.0,44.0,46.0,46.0,51.0,51.0,,,,,,13.0,2.0,14.0,2.0,,,,40.0,,,,55.0,,,,1160.0,,,,,0.0,1.0,0.0,1.0,,,1.0,0.0,0.0,,1.0,0.0,1.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
37,1958,0,12,1,1.0,0,0,0,1,0,0,0,0,1,1974,1982,8.0,0,1982.0,-998.0,37.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,24.0,24.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,28.0,,,,,,,,672.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,-4.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
38,1962,0,12,1,1.0,0,0,0,1,0,0,0,0,1,1978,1988,10.0,0,1988.0,-998.0,31.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,26.0,26.0,,,,,,,,,,,,,,11.0,0.0,,,,,,,25.0,,,,,,,,650.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
39,1959,1,12,1,1.0,0,0,0,1,0,0,0,1,0,1975,1992,17.0,0,1992.0,-998.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,33.0,33.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,26.0,,,,,,,,858.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,7.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
40,1960,1,14,2,1.0,0,0,0,0,1,0,0,0,1,1976,1980,4.0,0,1980.0,1981.0,1.0,0.0,1981.0,1998.0,17.0,0.0,1998.0,-996.0,21.0,1.0,,,,,,,,,,,,,,,,,16.0,20.0,20.0,21.0,21.0,38.0,38.0,,,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,1.0,,,1.0,1.0,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
41,1962,1,15,2,1.0,0,0,0,0,1,0,0,0,1,1978,1999,21.0,0,1999.0,-998.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,37.0,37.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,27.0,,,,,,,,999.0,,,,0.0,0.0,,,,,,,0.0,,,,0.0,,,,10.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
42,1963,1,12,1,1.0,0,0,0,1,0,0,0,0,1,1979,1991,12.0,0,1991.0,-998.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,28.0,28.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,26.0,,,,,,,,728.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,2.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
43,1961,0,12,1,1.0,0,0,0,1,0,0,0,0,0,1977,1997,20.0,0,1997.0,2012.0,15.0,0.0,2012.0,-997.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,36.0,36.0,51.0,51.0,,,,,,,,,,,,,,,,,,,,38.0,,,,53.0,,,,1368.0,,,,,,,,,,,,1.0,,,,0.0,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,
44,1961,0,12,1,1.0,0,0,0,1,0,0,0,1,0,1977,1980,3.0,0,1980.0,-998.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1959,1,12,1,1.0,0,0,0,1,0,0,0,0,1,1975,1986,11.0,0,1986.0,-998.0,33.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1962,0,19,4,0.0,0,0,0,0,0,0,1,0,1,1978,1989,11.0,0,1989.0,-998.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1959,1,12,1,0.0,0,0,0,1,0,0,0,0,0,1975,2010,35.0,0,2010.0,-998.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,51.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1958,1,12,1,1.0,0,0,0,1,0,0,0,0,1,1974,1981,7.0,0,1981.0,-998.0,38.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1958,0,14,2,1.0,0,0,0,0,1,0,0,0,1,1974,1978,4.0,0,1978.0,-998.0,41.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,20.0,20.0,,,,,,,,,,,,,,14.0,2.0,,,,,,,22.0,,,,,,,,440.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,-2.0,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
50,1958,0,12,1,1.0,0,0,0,1,0,0,0,0,1,1974,1988,14.0,0,1988.0,-998.0,31.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,30.0,30.0,,,,,,,,,,,,,,12.0,1.0,,,,,,,34.0,,,,,,,,1020.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,-4.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
51,1963,1,8,0,1.0,0,0,1,0,0,0,0,0,1,1979,-999,40.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1958,1,14,2,1.0,0,0,0,0,1,0,0,0,1,1974,1979,5.0,0,1979.0,1995.0,16.0,0.0,1995.0,-997.0,24.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,21.0,21.0,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1963,1,12,1,1.0,1,0,0,1,0,0,0,0,1,1979,-999,40.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1958,1,10,0,1.0,0,0,1,0,0,0,0,0,1,1974,1981,7.0,0,1981.0,-998.0,38.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1958,1,12,1,1.0,0,0,0,1,0,0,0,0,1,1974,-999,45.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1964,0,11,0,1.0,0,0,1,0,0,0,0,0,1,1980,-999,39.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1958,0,12,1,1.0,0,0,0,1,0,0,0,0,1,1974,1977,3.0,0,1977.0,1982.0,5.0,0.0,1982.0,1993.0,11.0,0.0,1993.0,2010.0,17.0,0.0,2010.0,-995.0,9.0,1.0,,,,,,,,,,,,,16.0,19.0,19.0,24.0,24.0,35.0,35.0,52.0,52.0,,,,,,,,,,,,,,,,26.0,34.0,,,31.0,51.0,,,494.0,1190.0,,,,,,,,,,,1.0,1.0,,,0.0,0.0,,,-7.0,1.0,,,,,,,,,,,,,,,,,,,,,,
58,1957,0,17,4,1.0,0,0,0,0,0,0,1,1,0,1973,1979,6.0,0,1979.0,-998.0,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1959,1,12,1,1.0,0,0,0,1,0,0,0,1,0,1975,1985,10.0,0,1985.0,1988.0,3.0,0.0,1988.0,1989.0,1.0,0.0,1989.0,-996.0,30.0,1.0,,,,,,,,,,,,,,,,,16.0,26.0,26.0,29.0,29.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1961,1,12,1,1.0,0,0,0,1,0,0,0,1,0,1977,1991,14.0,0,1991.0,-998.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1962,0,14,2,1.0,0,0,0,0,1,0,0,0,1,1978,1985,7.0,0,1985.0,-998.0,34.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,23.0,23.0,,,,,,,,,,,,,,15.0,2.0,,,,,,,21.0,,,,,,,,483.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,2.0,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
62,1964,0,16,3,1.0,0,0,0,0,0,1,0,0,1,1980,1990,10.0,0,1990.0,2007.0,17.0,0.0,2007.0,-997.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,26.0,26.0,43.0,43.0,,,,,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,1.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
63,1960,1,16,3,1.0,0,0,0,0,0,1,0,0,1,1976,1991,15.0,0,1991.0,-998.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1961,1,13,2,1.0,0,0,0,0,1,0,0,0,1,1977,-999,42.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1963,0,16,3,1.0,0,0,0,0,0,1,0,0,1,1979,-999,40.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1964,1,14,2,1.0,0,0,0,0,1,0,0,0,1,1980,1987,7.0,0,1987.0,2000.0,13.0,0.0,2000.0,-997.0,19.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,23.0,23.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1958,1,18,4,1.0,0,0,0,0,0,0,1,0,0,1974,1993,19.0,0,1993.0,-998.0,26.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,35.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1962,0,16,3,1.0,0,0,0,0,0,1,0,0,0,1978,1991,13.0,0,1991.0,-998.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1964,1,18,4,1.0,0,0,0,0,0,0,1,0,1,1980,1989,9.0,0,1989.0,2000.0,11.0,0.0,2000.0,2001.0,1.0,0.0,2001.0,-996.0,18.0,1.0,,,,,,,,,,,,,,,,,16.0,25.0,25.0,36.0,36.0,37.0,37.0,,,,,,,,,,,,16.0,3.0,,,,,,32.0,,,,,,,,1184.0,,,,,0.0,0.0,,,,,1.0,0.0,,,1.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,
70,1961,1,18,4,1.0,0,0,0,0,0,0,1,0,1,1977,1995,18.0,0,1995.0,2009.0,14.0,0.0,2009.0,-997.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,34.0,34.0,48.0,48.0,,,,,,,,,,,,18.0,4.0,,,,,,,22.0,,,,36.0,,,,748.0,,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,12.0,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,
71,1963,1,19,4,1.0,0,0,0,0,0,0,1,0,1,1979,1988,9.0,0,1988.0,1994.0,6.0,0.0,1994.0,1996.0,2.0,0.0,1996.0,2004.0,8.0,0.0,2004.0,-995.0,15.0,1.0,,,,,,,,,,,,,16.0,25.0,25.0,31.0,31.0,33.0,33.0,41.0,41.0,,,,,,,,,,,,,,,,25.0,,,,31.0,,,,625.0,,,,,,,,,,,,1.0,1.0,,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
72,1959,0,16,3,1.0,0,0,0,0,0,1,0,1,0,1975,-999,44.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1963,1,18,4,1.0,0,0,0,0,0,0,1,1,0,1979,2007,28.0,0,2007.0,-998.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1959,0,16,3,1.0,0,0,0,0,0,1,0,0,0,1975,-999,44.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
