id,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
138,,,,,,,,,16,16,16,16,16,16,16,16,17,17,18,18,18,18,18,18,18,18,18,18
139,,,,,,,,,,,,,14,14,15,,,,16,16,16,16,16,,,,,
140,,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
141,,,,,,,,,,,,,,,,,,,,,,,,,18,18,18,18
142,,,,,,,,,,,,,,,,12,,12,12,,,,,16,16,,,
143,,16,13,13,13,13,15,15,,,,,15,15,15,15,15,15,,,15,15,15,15,,,,
144,,,,,,,,,,,12,,,12,12,12,12,12,12,12,12,12,,12,12,12,12,12
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,15,15,,14,14,14,14,14,14,14,14,15,17,,,,,,,,,
147,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
149,,,,,,,,,,,,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,12,12,12,12,12,12,12,12,12,12,,,,,,,,,,,
152,,,,,,,12,12,12,12,12,12,12,,,,,16,16,16,16,16,16,16,16,16,16,16
153,,,,,,,12,12,12,12,12,12,12,12,12,12,12,,,,,,,,,12,12,12
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,17,15,15,15,,12,12,,,12,,,,,,,,,,,,,,
156,,,12,12,12,,,,,,,,,,,12,,,12,12,,,,,,,,
157,,,,,12,12,12,12,12,12,12,12,,,,,,4,,16,,,16,16,16,16,16,
158,,,,,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,13,13,13,13
159,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,,,,,,,,
160,,,,,,12,12,12,12,12,12,12,12,12,,,12,12,12,12,12,12,12,12,12,12,12,12
161,,,,,,,,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,,,
162,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,,,,,,
163,,,,,,,,,,16,16,16,16,16,,,,,,,,,,,,,,
164,,,12,,,,,,,,,14,14,14,,,,,,,,,,,,,,
165,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
166,,,,,,,,13,14,14,15,15,15,16,16,16,16,16,16,16,16,16,16,,18,,,
167,,,,,,,,,12,12,12,12,12,12,12,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,,,,,,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
172,,,,,,,,,,-2,-2,,,,,,,,,,,,,,,,,
173,,,,,,,,12,,,,,,,,,,,,,,,,,,,,
174,,,,,,,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13
175,,,,16,16,16,16,16,,,16,16,16,16,16,16,16,,,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,12,,,12,12,12,14,,,,,,,,,,,,,
178,,,,,,,,14,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,,
179,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
180,12,12,12,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,,,,,12,12,12
181,,,,,,,,,,,,,,,,,,14,14,14,14,14,14,14,14,14,14,14
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,,,,,,
184,,,,,,,,,,,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,-3,,11,12,12,12,12,12,12,12,12,12,12,12,12,12,,12,12,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16
190,,,,,,,,,,,,16,16,16,16,16,16,,,,,,,,,,,
191,,,,,,,,,,,,,,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
192,,,,,,,,,,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
193,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
194,,,,,,,,,,,14,14,14,14,,,,14,14,14,14,,,,,,,
195,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
196,,,,,,,,,,,,,13,13,13,13,13,13,13,13,13,,,,,,,13
197,,,,,,,,,,12,12,12,12,12,12,12,12,12,12,,,,,,,,,
198,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,,16,16
199,,,,,,,,,,,,,,,,,12,12,12,12,12,12,12,12,12,12,,
200,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,14,14,14,14,14,14,14,14,14,14
201,,,,,,,18,18,18,18,18,18,18,18,18,18,18,18,,18,18,18,18,18,18,18,18,18
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,12,,,,,,,,,,,,,,,,,,,
205,12,12,12,12,12,12,12,12,12,12,12,12,12,-4,12,12,12,12,12,12,12,12,12,12,12,12,,
206,,,,,12,,,12,,,,,,,,,,,12,,,,,,,,,
207,,,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,,,,,,,,
208,,,,,-2,-2,12,12,,12,12,12,12,12,12,12,12,12,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,16,16,,,,,,,,16,16,16,16,16,16,16,16,16,16
211,,,,,,,,,,,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12
212,,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,14,14,14,14,14,14
215,,,,,,,14,14,14,14,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
219,,,,,,,,,,,,,,,,,,,14,14,14,14,14,14,14,14,14,14
220,,,,,,,,,,,,,,,,,,,14,14,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,,,,,,,,,,,,12,12,12,,,,12,12,12,12,12,12,,,
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,8,12,12,12,12,12,,,,,,,,,,,,,,,,,,,
227,,,,,13,13,13,,,,,,,,,,,,,12,,,,,,,,
228,,,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
229,,,,8,,,,,10,10,,,,,,,,,,,,,,,,,,
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,,,,,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
234,,,,,,,,12,12,12,,12,12,12,12,12,12,,12,12,,,,,,,18,18
235,,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
236,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
237,,9,10,,,,,,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,,,,,,,,,,,,,,,,12,12,12,12,12,,,,,,,
240,,,,,,,,,,,11,11,11,-4,11,11,11,11,11,11,12,12,12,12,12,12,12,12
241,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,
242,,,15,15,15,15,15,15,14,14,14,14,14,14,14,,13,13,13,,,12,12,12,12,12,12,12
243,,,,,13,13,13,13,13,13,13,13,13,13,13,13,13,,,,,,,,14,14,14,14
244,13,13,13,13,13,13,13,13,13,,,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
245,,,,,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
246,,,,,,,,,,16,16,16,16,16,16,16,16,,,,,,,,,,,
247,,,,12,12,12,13,13,13,13,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,
248,,,,,,,,12,,,,,,,,,,,,,,,,,,,,
249,,,,12,12,12,,,,,,,,,14,14,14,14,14,14,14,14,14,14,14,14,14,14
250,,12,,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
251,,,,,,,,,,,15,15,15,15,15,15,15,,15,15,15,15,15,15,15,15,15,15
252,,,,,,,,,,,,,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14
253,,,,,,,,,,,,,,,,,,,,,,,14,14,14,14,14,14
254,11,12,12,12,12,12,,,,,,,,,,,,11,11,,,,,,,,,
255,,,,,14,14,14,14,14,14,14,14,14,14,14,14,14,16,16,16,14,14,14,14,14,14,14,14
256,,12,12,12,12,12,12,12,12,12,12,,,,,12,12,,,16,16,16,16,14,,,,
257,,,,,,,,,,,,,,,,,,14,12,12,,,,,,,,
258,12,14,12,12,12,12,12,12,12,12,,,,,,,,,,,12,12,12,12,,,,
259,14,12,14,14,14,14,14,14,14,14,,,11,0,0,0,,12,12,12,,,,,16,16,,
260,,,,,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
261,,,,,,,,,,,16,16,16,16,16,,,16,18,18,18,18,18,20,20,,,
262,,,,,,13,13,13,13,13,,13,13,13,13,13,13,13,,,,,,,,,,
263,,,,,,12,12,12,12,12,12,12,12,12,,,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,18,18,18,18,18,18,18,18,18,18,18,18,18,,18,18,18,,18
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,,,,,,,14,14,14,14,14,14,14,14,14,,,,,,,,,,,,
269,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
270,,,,,,,,,12,,,,,-4,12,12,12,12,,,,,,,,,,
271,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,
272,,,,,,17,17,17,18,18,18,18,18,18,18,18,18,18,18,20,20,20,20,20,20,20,20,20
273,,,,,,,,,,,,,,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
274,,,,,,,,,,,,18,18,18,19,20,20,20,20,20,20,20,20,20,20,,,
275,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,,,
276,,,,,,,,,,,,,,16,16,16,16,16,16,16,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,,,,,12,12,12,12,12,12,,14,14,14,14,14,14,14,14,14,14,,14,,,,
279,,,,,,,,,,,,,,,,,12,12,12,12,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
282,,,,,,,,,,,,-3,14,14,14,14,14,14,14,14,14,14,,,,,,
283,,,,,,,,,,,,,,13,13,13,13,13,13,13,,12,12,,,,,12
284,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16
285,,,,,,,,,,13,13,,,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,,,,
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,7,7,7,7,7,,,,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,16,16,16,16,16,16,17,17,17,17,17,-4,17,17,17,17,17,17,17,,,20,,,,
293,,12,12,12,12,12,12,12,12,12,13,13,13,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13
294,,,,12,12,12,,,,12,12,12,,,,,,,,,12,12,12,12,12,12,12,12
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,,12,12,12
297,12,12,12,12,12,12,,,,,,11,11,11,11,11,11,,,,,,,,,,,
298,,,,,,,,,,,,,,,15,15,15,15,15,,,,,,,,15,15
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,11,11,11,11,11,11,11,9,9,9,10,10,,,,12,12,12,12,12
302,,,,,,,,,12,12,12,12,12,12,12,12,12,,,,,,,,,,,
303,,,,,,,,,,,,,10,10,10,10,10,,12,12,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,12,12,12,12,12,12,12,12,12,12,
308,,,,,,,,,,,,,,,,14,14,14,14,13,13,13,13,,,,,
309,,,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,,,,,12,12,12
310,,,,,,,,,,,,13,,,,,,,,12,12,12,12,12,12,12,12,12
311,,,,,,,,,,,12,,,,,,,,,,,,,,,,,
312,,,,,12,12,12,12,,,,,,,,,,,,,,,,,,,,
313,,,,,,,12,12,13,13,13,13,13,,,,,,,,,,,,12,12,12,12
314,,,12,12,12,12,12,12,,12,12,12,12,12,12,12,12,12,,,,12,,,12,,12,
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,18,18,20,20,20,20,20,16
317,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,11,11,11,11,,,,,,,16,16,,,,,,,,,,,,,,,,
320,,,,,,,,,,,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
321,,,,,,,,,,,,16,16,16,16,16,16,,16,16,16,16,,,,,,
322,,,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,12,,,12,12,,,
323,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,,,12,12,12,12,12,12,12
324,,,,,,,12,,,,,,,,,,,,,,,,,,,,,
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,,,,,16,16,16,16,16,16,16,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,
330,,,,,-2,-3,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,,,,,,,11,11,11,11,11,,,,,,,,,,,,,,,,
333,12,12,12,12,,,,,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,,,,,,13,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,12
337,,,,12,12,12,14,,,,,,,,,,12,12,12,12,12,,,,,,,
338,,,,12,12,12,12,12,12,13,,12,13,13,13,13,13,13,13,13,13,13,,,,,,
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,,12,12,12,12,12,12,12
341,,,,,,,,,,,16,,16,16,16,16,,16,,,,16,16,,,,,16
342,,,,,,,,,,,,,,,,,16,16,16,16,16,18,18,18,18,18,18,18
343,10,14,-2,-2,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,,,,,,,
344,,,,,,,,,16,16,-4,17,17,17,17,17,17,17,17,18,18,18,18,18,18,,,
